Verbatim,sentiment
Bazen dağlık alanlarda veya çukur bahçe içlerinde çok fazla çekmiyor internet aslında böyle yerlerde lazım internet mesela fındık bahçeleri,negative
Bulunduğu m Amasya ili Suluova ilçesine bağlı Boyalı köyünde şebeke yoktur  Bu bölgeye bir verici istemekteyiz  Köydeki herkes hattını değiştirmek zorunda kalıyor,negative
Kapsama alanında biraz problem var geliştirilmesi lazım,negative
Konuşma esnasında aramanın kapanmasından bıkyım,negative
Oturmuş olduğum semte hala bazistasyonu yapacak vodafone Taahhütüm bitsin başka operatöre geçeceğim,negative
53 tl ödedigim faturam 200 tl yi aştı soygun resmen hattımı acil birsekilde baska operatöre tasııyorum belki bir açıklama olur,negative
Çekim gücü yok ve sıkıntı yaşıyorum,negative
Çekim gücü biraz daha fazla olursa seviniriz bağzi yerlerde çekmiyor,negative
İnternet daha hızlı olması gerekir,neutral
Baz istasyonlarını çoğaltmalısınız,neutral
Alt yapı eksikliğinden dolayı şebeke promleri çok yaşıyorum,negative
Kazık atıyorsunuz paketleriniz cok yüksek,negative
çekmiyor internet yavaş ayrıca söylenilen ücretten 5 10 lira faturanıza fazla yansıtılıyor,negative
Alt yapı izi geliştirmeniz,neutral
Yeterince alt yapı oluşturarak kapsama alanı ve internet sistemi güçlendirilebilir,neutral
Kaldırdığıniz her baz istasyonunun yerine 2 tane ekleyerek çoğaltmanızı tavsiye ederim ankara da sincan da ustan bul da esen yurtta  vodafone  deyince herkes kaçar olmuş,neutral
Çok çok baz istasyonu kurulsun vodafone olduğuma bin pişmanım,negative
Sürekli telefon görüşmelerim kesiliyor  Sonradan saniye olarak iadesinin yapılması hiçbir şeye yaramıyor,negative
Elazığ ili Baskil ilçesi Kadıköy köyünde şebeke konusunda sıkıntılar devam etmektedir,negative
Şehir merkezlerinde bilet şebeke sıkıntısı çekiyorum baz istasyonları arttırılabilir sinyali kuvvetlendiriciler arttırılabilir,negative
İnternet alt yapısının ve telefon alt yapısının değişmesi Lazım İnternet zaman zaman çekmemekle birlikte telefonlara biraz yüklenince kitlenmesi bir oluyor bu nedenle alt yapının değişmesi lazım,negative
Video izlerken donmalar oluyor Mobil sebekede sıkıntı yok ama ev ınternetinde ciddi sıkıntı olmakta Bunu da giderirseniz mükemmel olacak,negative
Ben Bilecik merkezde vodafone internetinden hiç memnun değilim video bile izlerken sürekli donma yaşıyorum,negative
Corum Laçin kuyumcu köyünde şebeke çekim gücü tamamen yok denecek kadar sıkıntılı  internet hızı çok düşük konuşma performansı net değil değil ev içinde şebeke çekmiyor belirli noktalara telefonu bırakmak zorunda kalıyoruz lütfen acilen çözüm bekliyorum ben bir sağlık çalışaniyim ve uzaktan mr bt  covid 19  raporlarimi köyde yazmaya çalışıyorum çok sıkıntı yaşıyorum tavsiye üzerine vodafone geçtim fakat memnun değilim,negative
Vericileriniz çok az   Burda konuşurken konuşmam kesiliyor   Şebeke yok oluyor   Servis dışıyı gösteriyor  telefonum açık olduğu halde ulaşmılmıyor oluşum     İnternet kesik kesik geliyor      Hiç memnun değilim,negative
Aylık 110 tl fatura ödüyorum fakat İstanbul Tuzla Kimyacılar Organize Sanayi de calışırken telefon hiç çekmiyor inanamıyorum yakında turk telekom a gececeğim,negative
59 tlsozlesme yaptim 103tl fatura talebim olmadan ek paket acmissiniz kime sordunuz hep tuzak bu yuzden vodafoneu birakmayi dusunuyorum,negative
Home ofis çalışıyorum  Maalesef iç mekan arama kalitesi şebeke çekimi çok iyi değil  Çoğunlukla ses 2 3sn sonra geliyor ya da konuşurken hat düşüyor  Bulunduğum Maltepe cevizli mah neşe sokaktaki durum bu,negative
Evin içinde bile çekmiyor sanki video veya flim izlerken donuyor,negative
Altyapı ya yatırım yapın boşyere reklam yapmayın zaten iyi olursanız vatandaş reklamını yapar,neutral
Bazı yerleşim yerlerinde çekim gücü düşük,negative
İnterneti hızlandırın 4 5g yazıyor ama 3g gibi çekiyor,neutral
Telefonumuz diğer hatlar gibi çekmiyor ben türk telekomdan Vodafone geçtim ama bazen çok az çekiyor fatura süremi yeniden yeniledim ama biter bitmez Vodafone dan ayrılacağım,negative
Hiç memnun değilim Turkcell e geçeceğim,negative
Şehrin ortasında evimde konuşabilmek için balkona çıkmak zorunda kalıyorum  Gerisini siz düşünün ömerim de yok malesef  Tamamen ekonomik olduğu için kullanıyorum birzahmet iyileştiren,negative
Nasıl başarabilirsiniz bilmiyorum ama diğer operatörler hatta isim de vereceğim Turkcell heryerden çekerken vodafone doğru düzgün çekmiyor Ben Çamlıca da yaşıyorum tepemde eyfel kulesi kadar verici kuleleri var binanın en üst katındayım ama yine de internete ZOR giriyorum Sizin bu işi düzelteceğiniz yok ben ilk telefonumu aldığımdan beri bu operatörün müşterisiyim ama artık sıkıldım Turkcell e geçeceğim SİZ DE KESİNLİKLE ÇİZGİNİZİ BOZMAYIN BÖYLE DEVAM EDİN,negative
çekmiyor konuşma sırasında kopmalar çok fazla yasaniyor,negative
Mobil veri hızı bana göre çok düşük 4 5 g hizini hiç beğenmedim diğer operatörde de daha hızlı idi ve mesela İstanbul Riva da telefon çekmiyor nedeni ne,negative
Telefonla konusurken konusma kesiliyor kapaniyor  Diger telefonum da vodafone hatli o da kesiliyor Hep ayni yerde degiliz  05414038064 aradik ayarlari gonderecegiz dedi call center ancak gondermedi,negative
İnternet hızı çok yavaş Bundan memnun değilim maalesef İyileştirilmesi gerektiğini düşünüyorum,negative
Çok severek kullandığım vodafone dan sırf şu şebeke sorunu yüzünden Turkcell e geçiş yapacağım,negative
Şebeke durumunda yetersiz kalıyor video durumların donma yaşanıyor youtube uygulamasıda fiyat ve teknik destekte mükemmel destekçi oluyorlar şebeke diğer operatöre göre geriden geliyor her alanda çekmiyor diger oparetör kaşılaştırmasında,negative
Fiyatlar çok yüksek,negative
Ev ortaminda video izlerken donma yaşanıyor ve oyun oynarken de öyle bu 2 yil dir bu şekilde,negative
Çekim alanı çok az benim yaşadığım yerde kisin hiç çekmiyor,negative
Ulan en kötü şirketsiniz yakaladığım ilk fırsatta ailecek Turkcelle geçeceğiz,negative
Şebeke sorunu cok fazla sıkıntılı diğer lerine göre biraz daha düşük,negative
Daha iyi olabilir internet çekmiyor video izlerken hep durakliyor,neutral
Konuşmalarımız kesiliyor iş yeri içinde şebeke internet asla çekmiyor 20 yıllık vodafoneluyum Türktelekoma geçiceğim daha dünkü şebeke markaları sizden çok çok üstün,negative
Eskiden ne yapıyordunuz bilmiyorum ama ona geri dönün Zamanında yanınızdan bile kalite olarak geçemeyen operatörler simdi önünüzde koşuyor Arayınca da yardımci olunmuyor Üstüne aşırı yüklü mevla isteniyor En kısa zamanda operatör değiştirmeyi düşünüyorum Taahhüt sürem dolsun,negative
Görüşmelerim devamlı kesiliyor ve sonrasında iade ediliyor lakin kesildiğinde tekrar görüşme yapamayağım konuşmalarda oluyor  bu çok büyük bir sorun benim için  İyileştirmek sizin işiniz nu tekrarlamaya devam ederse vodafone da son dönemim olacak,negative
Çoğu yerde çekmiyor köyde arazide her şebeke çekiyor vodafone çekmiyor gelişim yapıp ilgilenmediler yıllar önce daha iyiydi buna rağmen fiyatlar  da yüksek,negative
Internet çekimi hic yok video izlerken kesip kesip duruyor,negative
Hic bir sekilde internetim ve sebekem çekmiyor turkcelle geri donecegim kimseye de tavsiye etmiyorum vodafoneu,negative
Bulunduğum yerde çekmiyor İnternet hızı berbat,negative
Turkcelle gecicem cunki baska yerden size gelene 27 gb internet 75tl biz yillarin vodafonelusu bize 102tl bu sizce adaletmi,negative
İnternet hizmetiniz yavaş,negative
Fiyatları düşürun biraz,neutral
Evimde iş yerimde çekmiyor Taahhüt sürem bitince değiştirmeyi düşünüyorum,negative
Youtubede video izlerken surekli donma oluyor merkezden uzaklaştıgım zaman arazide telefon internet kesinlikle çekmiyor,negative
Bağzı kırsal bölgelerde çekmiyor,negative
Sürekli servis dışı alan diyerek durup dururken telefon kapanmalari ile ilgili düzeltme yapılmalı,neutral
İnternet hızı çok yavaş mobil veride bunun düzeltilmesini istiyorum,negative
Mobil internet hızım AŞIRI düşük,negative
Ben turkcell den gectim 15 sene kullandim Ama gercekten hic memnun degilim Hic bir yerde çekmiyor Umarim duzelir,negative
İnternet hızı biraz daha yükseltilebilir,neutral
Çok fazla uzun süreli telefon konuşması yapıyorum  10 konuşma yapıyorsam 6si rahat pat diye kesilip dakika iadesi yapılıyor  Dakika iadesi yerine kesilmemesi sağlansa daha mutlu ve memnun olurdum  Ayrıca il içinde merkezde de yaşasam çok fazla geziyorum  İlçelere beldelere gittiğimde çok fazla internet kesintisi yaşıyorum  vodafone yanımda da uygulamasında yükleme karşılığı vaad edilen hiç bir internet de gelmiyor  Sanırım uygun bir zamanda başka bir operatör düşünebilirim  Genel bir değerlendirme yapacak olursak memnun değilim,negative
Hiç memnun değilim ilk fırsatta hattımi taşıyacam,negative
İnternet hızı ve kalitesi hiç iyi değil daha çok gelişmesini tavsiye ederim,negative
Alt yapısına çok yatırım ayırmalı,neutral
Video izlerken ınternetim olmasına rağmen sürekli donuyor Ve internet yavaş Ama geri kalan herşey çok iyi Teşekkürler vodafone,positive
Mobil şebeke çekiminden hiç memnun değilim internet çekiminden de memnun değilim,negative
internet yavaş konuşurken çekim düşük veriyi yükseltebilirsiniz,negative
Evde internet daha hızlı olabilir arada yavaşlıyor,negative
15 yıldır müşterisiyim 1 ay sonra 3 hattım var Turkcell geçiş yapacam,negative
Çok berbatsınız Asla önermem ve taahhüdüm bitince çıkacağım,negative
Çekim alanı çok düştü eskiden her yerde rahat kullanma imkanı vardı ama artık çoğu yerde çekmiyor _,negative
İnternet hızınızı düzeltin adam akıllı internet hızı yapın yoksa hiç bir müşteriniz kalmıyacak,negative
Çekmeyen bölgeler var İnternet bazen çok yavaş,negative
Internet çekmiyor  telefon konuşma sırasında kapanıyor memnun değilim,negative
1 yıldır iyileştirmediniz bundan sonra mi iyilestireceksiniz Tahattütüm bittiği gün TURKCELL e geçeceğim,negative
Şebekeniz her yerde çekmiyor köylerde olsun özellikle karaedenizliyim unyeninbazi köylerinde şebeke aramaktan oluyoruz lutfen ordu unye nünde bazı köylerine verici konsun,negative
Bizim köyde vodafone şebekesi hiç çekmiyor   Yücelen mahallesi yoğurtçu sokak siverek şanlıurfa  Bunun biran once düzeltilmesini istiyoruz,negative
Tarifeler pahalı olup bana uymadığından Mobil şebekemi değiştireceğim,negative
Ben 5  Katta oturuyorum internet evimde çekmiyor gün içerisinde dışarda zaman zaman donukluk yapıyor geç gelior ki benim 15 GB İnternetim sınırsız WhatsApp Facebook paketim var ama ne yazık ki evimde çekmiyor,negative
Bulunduğum bölgede çekim gücü zayıf,negative
Şebeke internet alt yapı biraz daha gelişse daha iyi olur,neutral
Alt yapınızı güçlendirin,neutral
Youtubeden 360 p de dahi video izlerken zorlanıyorum internet hızı berbat en kısa zamanda hattımı kapatmayı düşünüyorum,negative
Konuşurken hat kendiliğinden kapanıyor,negative
Bu aralar çok sık İnternet kopması ve telefon kesilmesi oluyor,negative
Cihazım İphone 7 plus Video izlerken düşük kalitede hızlı fakat kaliteyi 720p 1080p Seçtiğim zaman video çok yavaşlıyor Arama kalitesi şehir içinde mükemmel ama merkezden uzaklaşınca çok kötüleşiyor Yazlıkta kalıyorum şehir merkezinden uzakta arkadaşlarımla konuşurken kesilmeler oluyor arama hatası veriyor,negative
Köy kasaba bölgelerine daha cok onem vermelisiniz,neutral
Ben köyde yaşıyorum köylerde şebeke çekmiyor bununla ilgilenmenizi rica ediyorum bu arada 15 senedir vodafoneluyum,negative
Çanakkale ili Biga ilçesi Güleç Köyü bölgesinde sık sık internet bağlantı sorunu yaşıyorum  Gereği neyse yapılmasını istiyorum  Okan Taştepe,negative
Mobil veri çok yavaş,negative
4 5 g kullanmama rağmen şuan bulunduğum yerde internet çok sık kesintiye uğruyor eskiden köy şimdilerde mahalle olan yerler için altyapı çalışmaları arttırılabilir,negative
Sadece video izlerken donma var düzelirse tavsiye ederim,neutral
İnternet hızı daha yüksek ve daha çok yerde 4G alt yapısı olmalı Maslakta olmama rağmen açık alanda dahi internet yavaş oluyor bazen,negative
Her yerde çekmiyor videolar duraksiyor bunlar birazdaha iyileştirilirse iyi olur,negative
İnterneti aşırı yavaş kullanılmıyor doğru dürüst Video izleyecek olsak defalarca duraksıyor,negative
Kırsal kesimlerde çok çok zayıf internet yok denecek kadar çekmiyor  Ben Gaziantep Güllüce köyünde ikamet ediyorum şebeke çekmiyor  Lütfen en kısa zaman da bu sorunu düzeltin  Kolay gelsin,negative
internet hızınız gerçekten berbat 720 p de bile video izlenmiyor sürekli donuyor ve çekim ağı olarak heryerde çekim gücü var ama kalitesi yok bodrum katta oturuyorum Farklı operatör çekerken vodafone çekmiyor evi mi değiştirmeliyim yoksa sizi mi bilemiyorum internet hızınızı biraz arttırmaya özen gösterin Teşekkürler,negative
Şuanlik güzel ama bağ evlerinde çekmiyor çok yavaş,positive
Video izlerken bazen çok bekletiyor ve bazı yerlerde çekmiyor merkezde olmama rağmen,negative
Daha fazla kapsama alanı ve altyapı iyileştirmesi yapmanız lazım,neutral
Konusma sirasinda 2 dakika olmadan kapaniyor,negative
Çekim gücü zayıf her yerde çekmiyor iyileştirilmez ise iki hattım var aktarmayı duşunuyorum,negative
Alt yapınızı geliştirmek için çalışmlarda bulunun lütfen,neutral
Özellikle küçük yerleşim yerlerinde alt yapı desteklerini arttırmalısınız,neutral
Paketler çok yuksek,negative
Arama yaparken sık sık şebeke gidiyor  telefon kapanıyor  bunun düzelmesi için lütfen bir şey yapın,negative
Bazen internet çekim hızı yavaşlıyor,negative
Zonguldak caycuma persembe ve köylerinde sebeke okadar zayifki insan cileden cikiyor gelistirilmesini istiyoruz lutfen,negative
Benim evimde telefon çekmiyor  balkona cıkiyorum o kadar belirtim,negative
İnternet daha hızlı olması gerekiyor çünkü baya yavaş,negative
Video izleme esnasında video kalitesini yükselttiğim vakit donuyor video bu sorunun ortadan kalkması gerekir,negative
internet hızının yükselmesi,neutral
Faturalarda daha iyi kampanya yapılması lazim,neutral
Şebekenizaten çoğu yerde çekmiyor gücü yetersiz,negative
İnternet çok yavaş videolarda donma yapıyor,negative
Videolarda donma oluyor ve şebeke varken internet kesintisi oluyor,negative
Altyapı yatırımınızı araştırmanızı öneririm Şehir merkezinde dahi çekmemesi tam bir garabet,negative
Şebekeniz doğru düzgün hiç çekmiyor,negative
Faturaları biraz düşürün,neutral
Hiç bir yerde çekmiyor videolar donuyor bence buna bir çözüm olmali daha çok verici yerleştirebilirsiniz,negative
Kırsal kesimlerde çekmiyor bulunduğum yer kütahya tavşanlı kavaklı köyü orda çekmiyor mesala internet erişimi yok,negative
Amasya tasovada devre köyünde ne doğru düzgün telefon çekiyor nede internet,negative
Video izlerken takılmalar oluyor onun dışında çok memnunum teşekkürler vodafone,positive
İnternet cok yavas berbat 3g daha hızlı 4 5g den,negative
Karabükün safranbolu köylerinde çekmiyor ilgilenirseniz,negative
İnternet hızı çoğu zaman çok yavaş oluyor,negative
Hiç bir şekilde çekim gücü yok sürekli şebeke gidiyor,negative
Vatsap görüntülü aramaları sürekli kesintiye uğruyor videolarda çok fazla donma oluyor,negative
Evin içinde bile yatak odasında çekmeyen bir şebeke yaptığınız reklamlara yazık,negative
